# Race: Unknown
# Tenant: kullamannen
# Year: 2025
# Race URI: 10675.kullamannenbyutmbultra100miles.2025
# Total Finishers: 650
# Scraped: 2025-12-04T15:51:57.294562
rank_scratch,name,race_time,race_time_seconds,country,country_code,age_group,sex,utmb_index,utmb_score,runner_uri,utmb_profile_url
,Kenneth LÖFMAN,,,Sweden,SE,50-54,H,,,508259.kenneth.lofman,https://utmb.world/runner/508259.kenneth.lofman
,Linda LOENNEBERG,,,Sweden,SE,50-54,F,,,5071761.linda.loenneberg,https://utmb.world/runner/5071761.linda.loenneberg
,Tomas AMNESKOG,,,Sweden,SE,50-54,H,,,574228.tomas.amneskog,https://utmb.world/runner/574228.tomas.amneskog
,Fredrik FJOSE,,,Norway,NO,40-44,H,,,3449653.fredrik.fjose,https://utmb.world/runner/3449653.fredrik.fjose
,Michael NILSSON PAULI,,,Sweden,SE,50-54,H,,,3816067.michael.nilssonpauli,https://utmb.world/runner/3816067.michael.nilssonpauli
,Jesper DELGÅRD,,,Sweden,SE,40-44,H,,,1861525.jesper.delgard,https://utmb.world/runner/1861525.jesper.delgard
,Daniel ARNOLD,,,Germany,DE,35-39,H,,,2367871.daniel.arnold,https://utmb.world/runner/2367871.daniel.arnold
,Kristian RYBAK,,,Sweden,SE,45-49,H,,,2439899.kristian.rybak,https://utmb.world/runner/2439899.kristian.rybak
,Tom NIJLAND,,,Netherlands,NL,50-54,H,,,915557.tom.nijland,https://utmb.world/runner/915557.tom.nijland
,Yu HU,,,China,CN,20-34,F,,,3055975.yu.hu,https://utmb.world/runner/3055975.yu.hu
,Paula MICHAILIDOU,,,Sweden,SE,50-54,F,,,4823308.paula.michailidou,https://utmb.world/runner/4823308.paula.michailidou
,Henrik MOLL,,,Denmark,DK,55-59,H,,,1355863.henrik.moll,https://utmb.world/runner/1355863.henrik.moll
,Stephan KELLER,,,Switzerland,CH,55-59,H,,,5062461.stephan.keller,https://utmb.world/runner/5062461.stephan.keller
,Simon SKOOGH,,,Sweden,SE,20-34,H,,,5673465.simon.skoogh,https://utmb.world/runner/5673465.simon.skoogh
,Marcus JOSEFSSON,,,Sweden,SE,45-49,H,,,533001.marcus.josefsson,https://utmb.world/runner/533001.marcus.josefsson
,Søren LUND,,,Denmark,DK,40-44,H,,,401136.soren.lund,https://utmb.world/runner/401136.soren.lund
,Mika VAINIONPAA,,,Finland,FI,40-44,H,,,4179810.mika.vainionpaa,https://utmb.world/runner/4179810.mika.vainionpaa
,Michael ULANDER,,,Sweden,SE,45-49,H,,,2257963.michael.ulander,https://utmb.world/runner/2257963.michael.ulander
,Tommy STEFANAC,,,Norway,NO,45-49,H,,,6770735.tommy.stefanac,https://utmb.world/runner/6770735.tommy.stefanac
,Ulrik FERKO,,,Sweden,SE,20-34,H,,,6770799.ulrik.ferko,https://utmb.world/runner/6770799.ulrik.ferko
,Emilie FRIBERG,,,Sweden,SE,45-49,F,,,4195083.emilie.friberg,https://utmb.world/runner/4195083.emilie.friberg
,Antoni PIZA BESTARD,,,Spain,ES,20-34,H,,,4318112.antoni.pizabestard,https://utmb.world/runner/4318112.antoni.pizabestard
,Johannes HANSSON,,,Sweden,SE,50-54,H,,,4301607.johannes.hansson,https://utmb.world/runner/4301607.johannes.hansson
,Anonymous,,,Sweden,SE,35-39,H,,,,
,Thomas JOHANSSON,,,Sweden,SE,40-44,H,,,696836.thomas.johansson,https://utmb.world/runner/696836.thomas.johansson
,Stefan LINDBERG,,,Sweden,SE,50-54,H,,,4173070.stefan.lindberg,https://utmb.world/runner/4173070.stefan.lindberg
,Niklas HÄGGSTRÖM,,,Sweden,SE,45-49,H,,,1243117.niklas.haggstrom,https://utmb.world/runner/1243117.niklas.haggstrom
,Mattias SKAFAR,,,Sweden,SE,55-59,H,,,551699.mattias.skafar,https://utmb.world/runner/551699.mattias.skafar
,Niklas RUNG,,,Sweden,SE,50-54,H,,,492294.niklas.rung,https://utmb.world/runner/492294.niklas.rung
,Johan HAMMARLUND,,,Sweden,SE,50-54,H,,,3320909.johan.hammarlund,https://utmb.world/runner/3320909.johan.hammarlund
,Sandra LIND,,,Sweden,SE,40-44,F,,,2221627.sandra.lind,https://utmb.world/runner/2221627.sandra.lind
,Mark SHUTTLEWORTH,,,United Kingdom,GB,40-44,H,,,812815.mark.shuttleworth,https://utmb.world/runner/812815.mark.shuttleworth
,Yakob SHARIFI,,,Sweden,SE,20-34,H,,,6770721.yakob.sharifi,https://utmb.world/runner/6770721.yakob.sharifi
,Andreas MALMSTEN,,,Sweden,SE,50-54,H,,,691426.andreas.malmsten,https://utmb.world/runner/691426.andreas.malmsten
,Erik WISKAR,,,Sweden,SE,35-39,H,,,6546652.erik.wiskar,https://utmb.world/runner/6546652.erik.wiskar
,Ida Klerck,,,Sweden,SE,20-34,F,,,7781965.ida.klerck,https://utmb.world/runner/7781965.ida.klerck
,Phuong DO,,,Sweden,SE,40-44,H,,,6770617.phuong.do,https://utmb.world/runner/6770617.phuong.do
,James WRIGHT,,,United Kingdom,GB,20-34,H,,,3512915.james.wright,https://utmb.world/runner/3512915.james.wright
,Thomas BERG TOLLUND,,,Denmark,DK,40-44,H,,,6770727.thomas.bergtollund,https://utmb.world/runner/6770727.thomas.bergtollund
,Mårten NYGREN,,,Sweden,SE,45-49,H,,,936169.marten.nygren,https://utmb.world/runner/936169.marten.nygren
,Sanna LUNDH,,,Sweden,SE,40-44,F,,,1355835.sanna.lundh,https://utmb.world/runner/1355835.sanna.lundh
,Patrik HAMMAR,,,Sweden,SE,55-59,H,,,2111043.patrik.hammar,https://utmb.world/runner/2111043.patrik.hammar
,Joakim JÖNSSON,,,Sweden,SE,45-49,H,,,4824510.joakim.jonsson,https://utmb.world/runner/4824510.joakim.jonsson
,Emil BLIXT,,,Sweden,SE,35-39,H,,,6770767.emil.blixt,https://utmb.world/runner/6770767.emil.blixt
,Rickard SJOLANDER,,,Sweden,SE,35-39,H,,,6770681.rickard.sjolander,https://utmb.world/runner/6770681.rickard.sjolander
,Jonas ANDERSSON,,,Sweden,SE,40-44,H,,,5059165.jonas.andersson,https://utmb.world/runner/5059165.jonas.andersson
,Lars RIMAN,,,Sweden,SE,45-49,H,,,5068549.lars.riman,https://utmb.world/runner/5068549.lars.riman
,Ingvill FAUSKE,,,Norway,NO,45-49,F,,,1454205.ingvill.fauske,https://utmb.world/runner/1454205.ingvill.fauske
,Henrik PALMQUIST,,,Sweden,SE,50-54,H,,,4253126.henrik.palmquist,https://utmb.world/runner/4253126.henrik.palmquist
,Jenny STENVALL,,,Sweden,SE,50-54,F,,,6770819.jenny.stenvall,https://utmb.world/runner/6770819.jenny.stenvall
,Thai TRAN,,,Sweden,SE,20-34,F,,,6770813.thai.tran,https://utmb.world/runner/6770813.thai.tran
,Edwin EVANS,,,Sweden,SE,20-34,H,,,6770719.edwin.evans,https://utmb.world/runner/6770719.edwin.evans
,Nicolas DEBLAY,,,France,FR,35-39,H,,,6770723.nicolas.deblay,https://utmb.world/runner/6770723.nicolas.deblay
,William ENGLUND,,,Sweden,SE,20-34,H,,,2257665.william.englund,https://utmb.world/runner/2257665.william.englund
,Dennis KALLERTEG,,,Sweden,SE,20-34,H,,,831586.dennis.kallerteg,https://utmb.world/runner/831586.dennis.kallerteg
,Petter LIND,,,Sweden,SE,35-39,H,,,5071755.petter.lind,https://utmb.world/runner/5071755.petter.lind
,Daniel BÅÅTH,,,Sweden,SE,45-49,H,,,1111089.daniel.baath,https://utmb.world/runner/1111089.daniel.baath
,Katarina THORNGREN,,,Sweden,SE,45-49,F,,,4301567.katarina.thorngren,https://utmb.world/runner/4301567.katarina.thorngren
,Björn JANSSON,,,Sweden,SE,50-54,H,,,6770775.bjorn.jansson,https://utmb.world/runner/6770775.bjorn.jansson
,Ludvig FRIBERG,,,Sweden,SE,40-44,H,,,696713.ludvig.friberg,https://utmb.world/runner/696713.ludvig.friberg
,Stephane DE NIES,,,Belgium,BE,45-49,H,,,1018133.stephane.denies,https://utmb.world/runner/1018133.stephane.denies
,Christian EVENSEN,,,Norway,NO,40-44,H,,,353803.christian.evensen,https://utmb.world/runner/353803.christian.evensen
,Ulf BYLUND,,,Sweden,SE,65-69,H,,,5476360.ulf.bylund,https://utmb.world/runner/5476360.ulf.bylund
,Emil BYLUND,,,Sweden,SE,35-39,H,,,5476356.emil.bylund,https://utmb.world/runner/5476356.emil.bylund
,Fredrik BYLUND,,,Sweden,SE,35-39,H,,,5476358.fredrik.bylund,https://utmb.world/runner/5476358.fredrik.bylund
,Oskar HULTMAN,,,Sweden,SE,20-34,H,,,6770855.oskar.hultman,https://utmb.world/runner/6770855.oskar.hultman
,Jonas SVENSSON,,,Sweden,SE,20-34,H,,,6770753.jonas.svensson,https://utmb.world/runner/6770753.jonas.svensson
,Tim ANDERSSON,,,Sweden,SE,20-34,H,,,5351519.tim.andersson,https://utmb.world/runner/5351519.tim.andersson
,Jonas NILSSON,,,Sweden,SE,35-39,H,,,5484542.jonas.nilsson,https://utmb.world/runner/5484542.jonas.nilsson
,Alexander BOLDIN,,,Sweden,SE,20-34,H,,,6770733.alexander.boldin,https://utmb.world/runner/6770733.alexander.boldin
,Markus SPÅNGBERG,,,Sweden,SE,45-49,H,,,665790.markus.spangberg,https://utmb.world/runner/665790.markus.spangberg
,Dennis Bengt Vincent WAHLQVIST,,,Sweden,SE,20-34,H,,,5751989.dennisbengtvincent.wahlqvist,https://utmb.world/runner/5751989.dennisbengtvincent.wahlqvist
,Tilda ANELL,,,Sweden,SE,20-34,F,,,4548382.tilda.anell,https://utmb.world/runner/4548382.tilda.anell
,Knut Willy STEEN,,,Norway,NO,40-44,H,,,3977606.knutwilly.steen,https://utmb.world/runner/3977606.knutwilly.steen
,Alexander BAUSTAD,,,Norway,NO,40-44,H,,,3977607.alexander.baustad,https://utmb.world/runner/3977607.alexander.baustad
,Kristofer BENGTSSON,,,Sweden,SE,45-49,H,,,2576659.kristofer.bengtsson,https://utmb.world/runner/2576659.kristofer.bengtsson
,Simon HULTMAN,,,Sweden,SE,20-34,H,,,5865385.simon.hultman,https://utmb.world/runner/5865385.simon.hultman
,Mattias RYDIN,,,Sweden,SE,40-44,H,,,508627.mattias.rydin,https://utmb.world/runner/508627.mattias.rydin
,Per BOLDIN,,,Sweden,SE,55-59,H,,,4823934.per.boldin,https://utmb.world/runner/4823934.per.boldin
,Per-Adam JAGERSTROM,,,Sweden,SE,35-39,H,,,5118886.peradam.jagerstrom,https://utmb.world/runner/5118886.peradam.jagerstrom
,Sofia ATTELIND,,,Sweden,SE,45-49,F,,,692070.sofia.attelind,https://utmb.world/runner/692070.sofia.attelind
,Peter Rask MØLLER,,,Denmark,DK,55-59,H,,,4301443.peterrask.moller,https://utmb.world/runner/4301443.peterrask.moller
,Adam PETTERSSON,,,Sweden,SE,35-39,H,,,5479270.adam.pettersson,https://utmb.world/runner/5479270.adam.pettersson
,Roland LJUNGH,,,Sweden,SE,45-49,H,,,5815033.roland.ljungh,https://utmb.world/runner/5815033.roland.ljungh
,Bjørnar GUNDERSEN,,,Norway,NO,20-34,H,,,532470.bjornar.gundersen,https://utmb.world/runner/532470.bjornar.gundersen
,Maria ELIASSON,,,Sweden,SE,45-49,F,,,2110931.maria.eliasson,https://utmb.world/runner/2110931.maria.eliasson
,Anna-Karin HAMMAR,,,Sweden,SE,50-54,F,,,2111005.annakarin.hammar,https://utmb.world/runner/2111005.annakarin.hammar
,Fredrik EKMAN,,,Sweden,SE,40-44,H,,,2210949.fredrik.ekman,https://utmb.world/runner/2210949.fredrik.ekman
,Benjamin HOLST KJELDSEN,,,Denmark,DK,50-54,H,,,1189989.benjamin.holstkjeldsen,https://utmb.world/runner/1189989.benjamin.holstkjeldsen
,Matthew GRIFFITHS,,,United Kingdom,GB,35-39,H,,,4571756.matthew.griffiths,https://utmb.world/runner/4571756.matthew.griffiths
,Johan VALLON-CHRISTERSSON,,,Sweden,SE,50-54,H,,,676169.johan.vallonchristersson,https://utmb.world/runner/676169.johan.vallonchristersson
,Bjorn WALLBERG,,,Sweden,SE,40-44,H,,,3394629.bjorn.wallberg,https://utmb.world/runner/3394629.bjorn.wallberg
,Lukas PETERSSON,,,Sweden,SE,35-39,H,,,6770613.lukas.petersson,https://utmb.world/runner/6770613.lukas.petersson
,Martin KEDÉN,,,Sweden,SE,35-39,H,,,3377681.martin.keden,https://utmb.world/runner/3377681.martin.keden
,Magnus BERG,,,Sweden,SE,40-44,H,,,5295850.magnus.berg,https://utmb.world/runner/5295850.magnus.berg
,Jesper VALBAK,,,Denmark,DK,45-49,H,,,4141425.jesper.valbak,https://utmb.world/runner/4141425.jesper.valbak
,Malin RAMNE,,,Sweden,SE,20-34,F,,,4193632.malin.ramne,https://utmb.world/runner/4193632.malin.ramne
,Stefan NORLIN,,,Sweden,SE,55-59,H,,,4201789.stefan.norlin,https://utmb.world/runner/4201789.stefan.norlin
,Viktor JOHANSSON,,,Sweden,SE,35-39,H,,,5975682.viktor.johansson,https://utmb.world/runner/5975682.viktor.johansson
,Patrik JONASSON,,,Sweden,SE,50-54,H,,,4201786.patrik.jonasson,https://utmb.world/runner/4201786.patrik.jonasson
,Carl STENSTROM,,,Sweden,SE,35-39,H,,,5565455.carl.stenstrom,https://utmb.world/runner/5565455.carl.stenstrom
,Charlotte LA FLEUR,,,Sweden,SE,40-44,F,,,4106826.charlotte.lafleur,https://utmb.world/runner/4106826.charlotte.lafleur
,Sylvain COURTEL,,,France,FR,35-39,H,,,127651.sylvain.courtel,https://utmb.world/runner/127651.sylvain.courtel
,Gisle NJAASTAD,,,Norway,NO,50-54,H,,,4016020.gisle.njaastad,https://utmb.world/runner/4016020.gisle.njaastad
,Anders ROSEN,,,Sweden,SE,55-59,H,,,1619785.anders.rosen,https://utmb.world/runner/1619785.anders.rosen
,Morgan JOHANSSON,,,Sweden,SE,50-54,H,,,4823420.morgan.johansson,https://utmb.world/runner/4823420.morgan.johansson
,Daniel CRONFALK,,,Sweden,SE,50-54,H,,,1634849.daniel.cronfalk,https://utmb.world/runner/1634849.daniel.cronfalk
,Johnny SVENSSON,,,Sweden,SE,50-54,H,,,4000313.johnny.svensson,https://utmb.world/runner/4000313.johnny.svensson
,Elias NILSSON,,,Sweden,SE,20-34,H,,,6770707.elias.nilsson,https://utmb.world/runner/6770707.elias.nilsson
,Tommy AVEKVIST,,,Sweden,SE,55-59,H,,,4681808.tommy.avekvist,https://utmb.world/runner/4681808.tommy.avekvist
,Fernando BERNARDINO,,,Portugal,PT,50-54,H,,,392967.fernando.bernardino,https://utmb.world/runner/392967.fernando.bernardino
,Peter JENSEN,,,Denmark,DK,20-34,H,,,6599364.peter.jensen,https://utmb.world/runner/6599364.peter.jensen
,Christoffer STENSTRÖM,,,Sweden,SE,35-39,H,,,3585603.christoffer.stenstrom,https://utmb.world/runner/3585603.christoffer.stenstrom
,Bjorn SKARMAN,,,Sweden,SE,55-59,H,,,5075975.bjorn.skarman,https://utmb.world/runner/5075975.bjorn.skarman
,Tim HELMESJO,,,Sweden,SE,40-44,H,,,3934431.tim.helmesjo,https://utmb.world/runner/3934431.tim.helmesjo
,Thomas BECK,,,Denmark,DK,45-49,H,,,3156701.thomas.beck,https://utmb.world/runner/3156701.thomas.beck
,Marcus LEKBERG,,,Sweden,SE,20-34,H,,,5938355.marcus.lekberg,https://utmb.world/runner/5938355.marcus.lekberg
,Bo NILSSON,,,Sweden,SE,65-69,H,,,1036509.bo.nilsson,https://utmb.world/runner/1036509.bo.nilsson
,Rasmus SØRENSEN,,,Denmark,DK,40-44,H,,,1861447.rasmus.sorensen,https://utmb.world/runner/1861447.rasmus.sorensen
,Lukas LARSSON,,,Sweden,SE,35-39,H,,,5136083.lukas.larsson,https://utmb.world/runner/5136083.lukas.larsson
,Majed SAFAEE,,,Sweden,SE,40-44,H,,,4682206.majed.safaee,https://utmb.world/runner/4682206.majed.safaee
,Amir KADIC,,,Sweden,SE,40-44,H,,,4654400.amir.kadic,https://utmb.world/runner/4654400.amir.kadic
,Nina EIBRING,,,Sweden,SE,50-54,F,,,1057231.nina.eibring,https://utmb.world/runner/1057231.nina.eibring
,Gunilla KIDMARK,,,Sweden,SE,50-54,F,,,492369.gunilla.kidmark,https://utmb.world/runner/492369.gunilla.kidmark
,Anna ANDRÉASSON,,,Sweden,SE,35-39,F,,,4823908.anna.andreasson,https://utmb.world/runner/4823908.anna.andreasson
,Henrik ELDHOLM,,,Sweden,SE,45-49,H,,,3378367.henrik.eldholm,https://utmb.world/runner/3378367.henrik.eldholm
,Björn PERSSON,,,Sweden,SE,35-39,H,,,1858663.bjorn.persson,https://utmb.world/runner/1858663.bjorn.persson
,Jan NILSSON,,,Sweden,SE,50-54,H,,,4301500.jan.nilsson,https://utmb.world/runner/4301500.jan.nilsson
,Tony PETTERSSON,,,Sweden,SE,45-49,H,,,5479462.tony.pettersson,https://utmb.world/runner/5479462.tony.pettersson
,Ali HAJDAREVIC,,,Sweden,SE,35-39,H,,,4379202.ali.hajdarevic,https://utmb.world/runner/4379202.ali.hajdarevic
,Sylvain LALLEMAND,,,France,FR,40-44,H,,,2526427.sylvain.lallemand,https://utmb.world/runner/2526427.sylvain.lallemand
,Lars Jonsson,,,Sweden,SE,20-34,H,,,6974985.lars.jonsson,https://utmb.world/runner/6974985.lars.jonsson
,Jonas LINDAHL,,,Sweden,SE,55-59,H,,,495128.jonas.lindahl,https://utmb.world/runner/495128.jonas.lindahl
,Malin YNGSTROM,,,Sweden,SE,50-54,F,,,2572743.malin.yngstrom,https://utmb.world/runner/2572743.malin.yngstrom
,Roger LÖFSTRÖM,,,Sweden,SE,60-64,H,,,6770807.roger.lofstrom,https://utmb.world/runner/6770807.roger.lofstrom
,Sébastien CLOUX,,,Switzerland,CH,40-44,H,,,729334.sebastien.cloux,https://utmb.world/runner/729334.sebastien.cloux
,Guillaume DUCRET,,,Switzerland,CH,40-44,H,,,3096803.guillaume.ducret,https://utmb.world/runner/3096803.guillaume.ducret
,Mia SAARNI,,,Sweden,SE,40-44,F,,,5071765.mia.saarni,https://utmb.world/runner/5071765.mia.saarni
,Maria VON SCHMALENSEE,,,Sweden,SE,50-54,F,,,4003280.maria.vonschmalensee,https://utmb.world/runner/4003280.maria.vonschmalensee
,Jens ERLANDSSON,,,Sweden,SE,40-44,H,,,4301475.jens.erlandsson,https://utmb.world/runner/4301475.jens.erlandsson
,Gustav RICHERT,,,Sweden,SE,50-54,H,,,4823174.gustav.richert,https://utmb.world/runner/4823174.gustav.richert
,Claes ROGIUS SVENSSON,,,Sweden,SE,20-34,H,,,6460490.claes.rogiussvensson,https://utmb.world/runner/6460490.claes.rogiussvensson
,Mattias ERIKSSON,,,Sweden,SE,40-44,H,,,2986875.mattias.eriksson,https://utmb.world/runner/2986875.mattias.eriksson
,Anna TRANKELL,,,Sweden,SE,50-54,F,,,4682578.anna.trankell,https://utmb.world/runner/4682578.anna.trankell
,Marie-Louise WIMMERSTEDT,,,Sweden,SE,55-59,F,,,5742059.marielouise.wimmerstedt,https://utmb.world/runner/5742059.marielouise.wimmerstedt
,Malin ABERG,,,Sweden,SE,35-39,F,,,5974788.malin.aberg,https://utmb.world/runner/5974788.malin.aberg
,Elov OLSSON,,,Sweden,SE,35-39,H,,,422972.elov.olsson,https://utmb.world/runner/422972.elov.olsson
,Mikael ÖHMAN (Mikael OHMAN),,,Sweden,SE,45-49,H,,,1036283.mikael.ohman,https://utmb.world/runner/1036283.mikael.ohman
,Patrik SODERGREN,,,Sweden,SE,40-44,H,,,3342247.patrik.sodergren,https://utmb.world/runner/3342247.patrik.sodergren
,Koen DE KORT,,,Netherlands,NL,40-44,H,,,5742209.koen.dekort,https://utmb.world/runner/5742209.koen.dekort
,Filip SOEDERLING,,,Sweden,SE,35-39,H,,,5029366.filip.soederling,https://utmb.world/runner/5029366.filip.soederling
,Julian BUNKE,,,Germany,DE,35-39,H,,,4972490.julian.bunke,https://utmb.world/runner/4972490.julian.bunke
,Lari TUOMINEN,,,Finland,FI,40-44,H,,,6351074.lari.tuominen,https://utmb.world/runner/6351074.lari.tuominen
,Alexander POSSE,,,Sweden,SE,35-39,H,,,5825271.alexander.posse,https://utmb.world/runner/5825271.alexander.posse
,Kalle ANDERSSON,,,Sweden,SE,20-34,H,,,4201085.kalle.andersson,https://utmb.world/runner/4201085.kalle.andersson
,Pontus SAVOLAINEN,,,Sweden,SE,20-34,H,,,5120068.pontus.savolainen,https://utmb.world/runner/5120068.pontus.savolainen
,Jesper HEDAR,,,Sweden,SE,20-34,H,,,6460578.jesper.hedar,https://utmb.world/runner/6460578.jesper.hedar
,Tony RASMUSSON,,,Sweden,SE,40-44,H,,,3585631.tony.rasmusson,https://utmb.world/runner/3585631.tony.rasmusson
,Dan LANGELOTZ,,,Sweden,SE,50-54,H,,,4301464.dan.langelotz,https://utmb.world/runner/4301464.dan.langelotz
,Ronja MELLA,,,Sweden,SE,45-49,F,,,5480018.ronja.mella,https://utmb.world/runner/5480018.ronja.mella
,Didrik BIRKEMALM,,,Sweden,SE,20-34,H,,,4682290.didrik.birkemalm,https://utmb.world/runner/4682290.didrik.birkemalm
,Fredrik LARSSON,,,Sweden,SE,35-39,H,,,6770747.fredrik.larsson,https://utmb.world/runner/6770747.fredrik.larsson
,Vilhelm BERG MALMBORG,,,Sweden,SE,40-44,H,,,6241534.vilhelm.bergmalmborg,https://utmb.world/runner/6241534.vilhelm.bergmalmborg
,Linnea BÄCKSTRÖM,,,Sweden,SE,50-54,F,,,574260.linnea.backstrom,https://utmb.world/runner/574260.linnea.backstrom
,Hugo MOLLER,,,France,FR,35-39,H,,,1917055.hugo.moller,https://utmb.world/runner/1917055.hugo.moller
,Anders NILSSON,,,Sweden,SE,40-44,H,,,5062677.anders.nilsson,https://utmb.world/runner/5062677.anders.nilsson
,Emil ROMMER,,,Sweden,SE,20-34,H,,,4824164.emil.rommer,https://utmb.world/runner/4824164.emil.rommer
,Susanna RIMAN,,,Sweden,SE,45-49,F,,,1243029.susanna.riman,https://utmb.world/runner/1243029.susanna.riman
,Jona EKSTROM,,,Sweden,SE,50-54,H,,,5815067.jona.ekstrom,https://utmb.world/runner/5815067.jona.ekstrom
,Lasse BAY,,,Denmark,DK,40-44,H,,,6048127.lasse.bay,https://utmb.world/runner/6048127.lasse.bay
,Andreas WIKSTRAND,,,Sweden,SE,50-54,H,,,3609443.andreas.wikstrand,https://utmb.world/runner/3609443.andreas.wikstrand
,Henrik ÅHLUND (HENRIK AHLUND),,,Sweden,SE,35-39,H,,,7107234.henrik.ahlund,https://utmb.world/runner/7107234.henrik.ahlund
,Grégoire GAUTIER,,,France,FR,20-34,H,,,6313834.gregoire.gautier,https://utmb.world/runner/6313834.gregoire.gautier
,Christian STROM,,,Sweden,SE,40-44,H,,,6770665.christian.strom,https://utmb.world/runner/6770665.christian.strom
,Philip SANDWALL,,,Sweden,SE,35-39,H,,,6770717.philip.sandwall,https://utmb.world/runner/6770717.philip.sandwall
,Mattias KARLSSON,,,Sweden,SE,45-49,H,,,4379174.mattias.karlsson,https://utmb.world/runner/4379174.mattias.karlsson
,Justin HARBS,,,Germany,DE,20-34,H,,,4416430.justin.harbs,https://utmb.world/runner/4416430.justin.harbs
,Axel CAMITZ,,,Sweden,SE,20-34,H,,,4416408.axel.camitz,https://utmb.world/runner/4416408.axel.camitz
,Anton LINDBERG,,,Sweden,SE,20-34,H,,,5479420.anton.lindberg,https://utmb.world/runner/5479420.anton.lindberg
,Ammar HALILOVIC,,,Sweden,SE,20-34,H,,,5075987.ammar.halilovic,https://utmb.world/runner/5075987.ammar.halilovic
,Maarten DE VRIES,,,Netherlands,NL,40-44,H,,,5648290.maarten.devries,https://utmb.world/runner/5648290.maarten.devries
,Håkan LANZ,,,Sweden,SE,40-44,H,,,804097.hakan.lanz,https://utmb.world/runner/804097.hakan.lanz
,Phil SCHUBERT,,,Germany,DE,35-39,H,,,5068699.phil.schubert,https://utmb.world/runner/5068699.phil.schubert
,Thomas CROISIER,,,France,FR,50-54,H,,,1037361.thomas.croisier,https://utmb.world/runner/1037361.thomas.croisier
,Henrik LYSEMARK,,,Sweden,SE,55-59,H,,,691555.henrik.lysemark,https://utmb.world/runner/691555.henrik.lysemark
,Paula MIETZNER,,,Germany,DE,20-34,F,,,6770759.paula.mietzner,https://utmb.world/runner/6770759.paula.mietzner
,Karin ÖSTBERG (Karin OSTBERG),,,Sweden,SE,45-49,F,,,2272301.karin.ostberg,https://utmb.world/runner/2272301.karin.ostberg
,Nick FROST,,,Denmark,DK,35-39,H,,,4823850.nick.frost,https://utmb.world/runner/4823850.nick.frost
,Sebastian LÖFQUIST,,,Sweden,SE,35-39,H,,,5100472.sebastian.lofquist,https://utmb.world/runner/5100472.sebastian.lofquist
,Markus NORDQVIST,,,Sweden,SE,35-39,H,,,4710674.markus.nordqvist,https://utmb.world/runner/4710674.markus.nordqvist
,Stuart MACDONALD,,,Sweden,SE,40-44,H,,,2397779.stuart.macdonald,https://utmb.world/runner/2397779.stuart.macdonald
,Daniel OTTOSEN,,,Sweden,SE,45-49,H,,,6770749.daniel.ottosen,https://utmb.world/runner/6770749.daniel.ottosen
,Håkan SJUNNESSON,,,Sweden,SE,55-59,H,,,861646.hakan.sjunnesson,https://utmb.world/runner/861646.hakan.sjunnesson
,Christian MIETZNER,,,Germany,DE,55-59,H,,,4265992.christian.mietzner,https://utmb.world/runner/4265992.christian.mietzner
,Nicklas STARKEL,,,Sweden,SE,45-49,H,,,5742067.nicklas.starkel,https://utmb.world/runner/5742067.nicklas.starkel
,Markus LINDSJO,,,Sweden,SE,50-54,H,,,5742193.markus.lindsjo,https://utmb.world/runner/5742193.markus.lindsjo
,Sara RAIS,,,Sweden,SE,35-39,F,,,4201793.sara.rais,https://utmb.world/runner/4201793.sara.rais
,Pontus RUTGERSSON,,,Sweden,SE,20-34,H,,,5504815.pontus.rutgersson,https://utmb.world/runner/5504815.pontus.rutgersson
,Anna ORNELL,,,Sweden,SE,40-44,F,,,4200838.anna.ornell,https://utmb.world/runner/4200838.anna.ornell
,Lars KRONFÄLT,,,Sweden,SE,45-49,H,,,2986885.lars.kronfalt,https://utmb.world/runner/2986885.lars.kronfalt
,Magnus ANDERSSON,,,Sweden,SE,45-49,H,,,6770851.magnus.andersson,https://utmb.world/runner/6770851.magnus.andersson
,Sebastian BRANDT,,,Sweden,SE,45-49,H,,,5667724.sebastian.brandt,https://utmb.world/runner/5667724.sebastian.brandt
,Alex MATHAE MOLINA,,,Sweden,SE,20-34,H,,,6770675.alex.mathaemolina,https://utmb.world/runner/6770675.alex.mathaemolina
,Emil GUSTAFSSON,,,Sweden,SE,20-34,H,,,6460824.emil.gustafsson,https://utmb.world/runner/6460824.emil.gustafsson
,Rasmus DAM HOLDRUP,,,Denmark,DK,35-39,H,,,6651365.rasmus.damholdrup,https://utmb.world/runner/6651365.rasmus.damholdrup
,Biao LI,,,China,CN,45-49,H,,,6498219.biao.li,https://utmb.world/runner/6498219.biao.li
,Robert BERNTSSON,,,Sweden,SE,55-59,H,,,4186319.robert.berntsson,https://utmb.world/runner/4186319.robert.berntsson
,Simon UNGA,,,Sweden,SE,35-39,H,,,6770671.simon.unga,https://utmb.world/runner/6770671.simon.unga
,Tom FORSBERG,,,Sweden,SE,20-34,H,,,2271459.tom.forsberg,https://utmb.world/runner/2271459.tom.forsberg
,Lars PERSSON,,,Sweden,SE,50-54,H,,,4548404.lars.persson,https://utmb.world/runner/4548404.lars.persson
,Jenny ERIKSSON,,,Sweden,SE,50-54,F,,,4193458.jenny.eriksson,https://utmb.world/runner/4193458.jenny.eriksson
,Michel ANDRÉ,,,Sweden,SE,50-54,H,,,4253341.michel.andre,https://utmb.world/runner/4253341.michel.andre
